customer_id,customer_name,email,country,signup_date,customer_segment,lifetime_value
5013,Lauren Obrien,ismith.5013@example.net,Bermuda,2025-08-19,Premium,6512.31
5014,Jeffrey Harris,fpotter.5014@example.net,Kazakhstan,2020-03-15,Premium,3339.16
5015,Melanie Leach,alexandria48.5015@example.net,Tunisia,2023-09-30,Basic,617.54
5016,Dawn Baker,shawn31.5016@example.net,Somalia,2023-02-09,Premium,9285.04
5017,Erica Morgan,bbrown.5017@example.org,El Salvador,2023-05-11,Standard,1196.18
5018,Christopher Thomas,rwoods.5018@example.org,Madagascar,2026-05-24,Basic,256.73
5019,Angel Vincent,zachary75.5019@example.com,Niger,2026-03-13,Premium,19647.96
5020,James Watkins,reillykatelyn.5020@example.net,Paraguay,2021-11-12,Standard,1800.69
5021,Richard Hull,davidlopez.5021@example.net,Gibraltar,2023-11-16,Standard,2977.36
5022,James Pierce,floresmichael.5022@example.org,Finland,2026-05-31,Standard,1162.03
5023,Eric Lopez,morrisashley.5023@example.net,Ireland,2024-11-14,Standard,1359.11
5024,Chad Bishop,michelestevenson.5024@example.com,Egypt,2025-12-07,Standard,792.94
5025,Jacob Moody,hamptonkathryn.5025@example.com,Turkey,2022-11-27,Standard,1405.02
5026,Alicia Foster,cheyenne75.5026@example.net,Sudan,2021-11-22,Premium,3116.1
5027,Sydney Fox,williamcross.5027@example.org,Monaco,2023-06-01,Premium,2010.04
5028,Matthew Arnold,ugallagher.5028@example.net,Slovakia (Slovak Republic),2025-06-17,Standard,1468.61
5029,Kevin Harrison,djoyce.5029@example.com,Cyprus,2026-03-18,Standard,2288.87
5030,Jonathan Hudson,mikaylabruce.5030@example.com,Luxembourg,2024-08-01,Basic,349.65
5031,Diamond Cox,sarah00.5031@example.net,Aruba,2024-09-21,Premium,11324.1
5032,Leonard Dudley,mpadilla.5032@example.com,Sierra Leone,2023-06-03,Standard,1447.72
5033,Michelle Norris,parksandre.5033@example.com,Cameroon,2022-02-19,Standard,1675.05
5034,Dylan Young,ckelly.5034@example.net,Grenada,2022-10-29,Standard,2371.69
5035,Jimmy Flores,emily56.5035@example.com,Myanmar,2023-04-30,Standard,2450.6
5036,Brandon Suarez,zmartin.5036@example.net,Solomon Islands,2025-06-14,Premium,17085.04
5037,Adrienne Murphy,glambert.5037@example.net,Germany,2023-09-18,Standard,794.8
5038,James Montgomery,hannahdrake.5038@example.com,Lesotho,2025-04-20,Standard,1481.96
5039,Amanda Chavez,samuelrobinson.5039@example.net,Qatar,2020-03-07,Basic,664.8
5040,Jason White,baileylauren.5040@example.org,Slovakia (Slovak Republic),2025-01-22,Premium,18953.82
5041,Jerry Johnson,amandastewart.5041@example.net,Venezuela,2023-05-23,Basic,434.39
5042,Keith Olsen,timothyblackburn.5042@example.com,Sierra Leone,2026-09-03,Standard,1580.4
5043,Emily Walker,danielgood.5043@example.net,Bosnia and Herzegovina,2023-02-25,Standard,2340.87
5044,Andrew Bernard,ballen.5044@example.net,Holy See (Vatican City State),2023-03-14,Premium,19850.5
5045,Christina Dalton,arthurhansen.5045@example.net,Slovakia (Slovak Republic),2020-11-07,Standard,1392.61
5046,George Gutierrez,hendersonfernando.5046@example.net,Vietnam,2025-05-24,Basic,132.08
5047,Joann Sanchez,xwells.5047@example.com,United States Minor Outlying Islands,2024-09-09,Standard,2536.06
5048,Maureen Ramos,kelly05.5048@example.net,United Arab Emirates,2025-10-07,Standard,2189.19
5049,Michael Pratt,michaelsmith.5049@example.org,Martinique,2020-08-14,Premium,4611.36
5050,Kelsey Hernandez,johnsonamber.5050@example.com,Guam,2021-05-31,Standard,1105.83
5051,Lori Williams,wgordon.5051@example.com,Angola,2025-11-11,Basic,442.58
5052,Anthony Owens,keithwilson.5052@example.com,Zambia,2020-04-12,Standard,2248.1
5053,Michael Patterson,bethany16.5053@example.com,Pitcairn Islands,2023-05-26,Basic,624.52
5054,Jeffrey Hall,millercynthia.5054@example.net,Finland,2022-09-15,Basic,124.59
5055,Andrew Savage,bushscott.5055@example.net,Georgia,2026-04-13,Standard,806.9
5056,Mark Johnson,andrea08.5056@example.net,Tunisia,2025-09-23,Standard,2283.54
5057,Loretta Rivera,mcintoshpatrick.5057@example.net,Pakistan,2025-12-29,Standard,525.11
5058,Matthew Clark,jocelyn80.5058@example.net,Cuba,2021-12-06,Standard,1594.85
5059,Frederick Hicks,icarter.5059@example.org,Samoa,2023-12-05,Premium,11827.86
5060,Austin Hines,washingtonalexandria.5060@example.org,French Polynesia,2024-09-05,Basic,271.48
5061,Michelle Morales,jorgelucas.5061@example.net,Egypt,2026-06-20,Basic,637.07
5062,Kevin Vaughan,townsendjessica.5062@example.com,Mexico,2020-01-18,Standard,355.16
5063,Paige Lloyd,nelsonteresa.5063@example.net,Israel,2026-07-13,Basic,621.96
5064,Michael Bennett,uchen.5064@example.org,Saint Vincent and the Grenadines,2022-05-17,Basic,516.83
5065,Christine Jimenez,lwilliams.5065@example.net,American Samoa,2020-11-09,Standard,1620.21
5066,Ashley Barry,claytara.5066@example.net,Denmark,2024-02-12,Basic,697.9
5067,Anthony James,noah12.5067@example.net,Greece,2025-03-23,Standard,766.29
5068,Brian Cline,sara62.5068@example.com,Cyprus,2020-11-12,Standard,2442.17
5069,Jodi Jackson,crodriguez.5069@example.com,Tonga,2020-04-09,Premium,5379.94
5070,Jonathan Reese,kristinraymond.5070@example.net,Myanmar,2025-12-29,Standard,2973.25
5071,Justin Wagner,tracy50.5071@example.net,Slovenia,2026-03-30,Basic,26.21
5072,Peter Schroeder,owilson.5072@example.net,Bhutan,2021-01-16,Standard,1748.95
5073,Tony Miller,rjohnson.5073@example.org,Syrian Arab Republic,2026-01-16,Basic,134.41
5074,Deborah Garcia,seth65.5074@example.org,Colombia,2026-01-30,Standard,1342.33
5075,Natalie Thomas,wgreen.5075@example.net,United Kingdom,2026-09-01,Standard,614.25
5076,Mrs. Mary Combs,srodgers.5076@example.net,South Georgia and the South Sandwich Islands,2021-06-12,Standard,742.71
5077,Dawn Hunter,conleysarah.5077@example.com,Switzerland,2023-11-14,Standard,370.75
5078,Rhonda Wallace,mtaylor.5078@example.org,Nepal,2026-08-25,Premium,2144.06
5079,Christopher Alvarez,vgalvan.5079@example.org,Israel,2026-01-13,Standard,2214.06
5080,Emily Green,bushtodd.5080@example.net,Serbia,2024-01-16,Premium,10162.29
5081,Harold Campbell,adam26.5081@example.net,Greece,2021-04-26,Premium,2820.66
5082,Tony Cortez,matthew18.5082@example.org,Switzerland,2020-07-24,Standard,2829.12
5083,Heather Jones,clarkjonathan.5083@example.org,Algeria,2021-09-24,Standard,2063.71
5084,Gina Richardson,joshua25.5084@example.org,United Kingdom,2020-06-08,Standard,939.96
5085,Melissa Gonzales,dixonjoshua.5085@example.net,Latvia,2021-04-21,Standard,1428.35
5086,Matthew Douglas,hernandezjacob.5086@example.com,Croatia,2020-07-01,Basic,391.41
5087,Brittany Harrison,gmoreno.5087@example.net,Korea,2025-02-04,Standard,1795.8
5088,Thomas Jordan,johnjohns.5088@example.org,French Guiana,2023-12-11,Basic,685.96
5089,Shannon Carpenter,vmacias.5089@example.net,Tanzania,2023-06-18,Standard,1851.72
5090,Nicole Silva,kathryn87.5090@example.net,Canada,2025-05-30,Premium,19617.07
5091,John Walsh,joseph93.5091@example.org,Lithuania,2022-09-30,Basic,581.45
5092,Dean Briggs,vanessacalderon.5092@example.com,Turkey,2022-09-11,Basic,790.81
5093,Stephanie Lucas,browningmark.5093@example.com,Cote d'Ivoire,2021-05-20,Standard,1742.1
5094,Michelle Clark,anthonyjones.5094@example.org,Botswana,2022-12-22,Standard,2099.66
5095,Andrew Clark,acole.5095@example.com,Pitcairn Islands,2021-03-02,Standard,2266.12
5096,Mary Eaton,jaimegarcia.5096@example.com,Bhutan,2023-12-10,Standard,2313.29
5097,Brooke Henderson,garciarichard.5097@example.net,Mauritania,2026-09-01,Basic,19.54
5098,Sara Rojas,meltonmonica.5098@example.org,Nicaragua,2023-07-25,Standard,556.93
5099,Stephen Shannon,stephanie11.5099@example.com,Mongolia,2021-12-31,Premium,6099.0
5100,Mr. Brandon Stewart,gstephens.5100@example.com,Spain,2024-08-07,Premium,6886.9
5101,Jason White,smithnicholas.5101@example.com,Saint Barthelemy,2025-06-25,Premium,18296.63
5102,Charles Durham,sgomez.5102@example.com,Palau,2023-02-26,Standard,2223.29
5103,Lisa Thomas,lisacollins.5103@example.com,Uzbekistan,2021-09-03,Standard,601.19
5104,Annette Conner,daniel82.5104@example.com,Ecuador,2024-10-09,Basic,341.08
5105,Dylan Jones,bradley62.5105@example.org,Tonga,2021-04-02,Standard,880.74
5106,Alicia Taylor,lrichard.5106@example.com,Nicaragua,2026-09-01,Standard,2523.62
5107,Catherine Blanchard,johnsonyolanda.5107@example.com,Marshall Islands,2022-02-15,Standard,2769.83
5108,Mrs. Kristen Farmer,xbarnes.5108@example.org,Moldova,2022-05-05,Standard,660.01
5109,Craig Fox,danielwilliams.5109@example.org,Korea,2024-11-10,Standard,1366.4
5110,Manuel Morrison,mcleankaren.5110@example.net,Zimbabwe,2020-01-30,Standard,2867.94
5111,Cassandra Flynn,anthonywilliams.5111@example.net,Liberia,2021-05-10,Basic,525.67
5112,Jose Nguyen DDS,chentraci.5112@example.com,Nigeria,2020-11-02,Basic,694.48
5113,Stacy Crosby,bryanjackson.5113@example.org,Cape Verde,2022-08-12,Basic,286.15
5114,Tracey Murphy,geraldandrews.5114@example.net,Argentina,2023-09-13,Basic,167.76
5115,Michael Singleton,phillipsemily.5115@example.net,French Polynesia,2021-03-14,Standard,2135.65
5116,Bradley Herrera,xtownsend.5116@example.com,Solomon Islands,2022-04-20,Standard,584.79
5117,John Soto,michael47.5117@example.net,Switzerland,2025-02-28,Standard,2551.73
5118,Jason George,jilladams.5118@example.com,Mali,2026-04-14,Basic,603.87
5119,Mariah Ramirez,timothybell.5119@example.net,Uruguay,2020-02-04,Premium,7488.32
5120,Shannon Porter,amy87.5120@example.com,Kyrgyz Republic,2024-03-12,Standard,1596.39
5121,Richard Davis,williamsonbrian.5121@example.org,Turkey,2020-03-03,Premium,16385.49
5122,April Lee,leonkatie.5122@example.net,Dominica,2023-06-24,Standard,2817.75
5123,Deborah Wilson,drakenicholas.5123@example.com,Belize,2025-11-17,Standard,1186.05
5124,Thomas Clark,richard19.5124@example.net,Colombia,2025-05-02,Premium,16219.85
5125,Janet Parks,sweeneyryan.5125@example.org,Cote d'Ivoire,2021-07-22,Standard,744.51
5126,Jennifer Giles,fritzjulia.5126@example.org,Djibouti,2021-09-23,Standard,2729.91
5127,Cheryl Smith,graykelly.5127@example.net,Lebanon,2025-03-28,Basic,549.0
5128,John Rodgers,vazquezdavid.5128@example.net,Aruba,2025-06-24,Premium,4749.31
5129,Benjamin Kemp,kathryn99.5129@example.com,Algeria,2021-11-16,Premium,15316.92
5130,Jeremy Stokes,skinnerkatherine.5130@example.com,Northern Mariana Islands,2020-01-08,Standard,2227.36
5131,Angie Marsh,eric63.5131@example.com,Dominican Republic,2022-12-21,Standard,2278.43
5132,Brittany Lopez,ian13.5132@example.net,Vanuatu,2024-02-22,Basic,275.9
5133,Gabriel Henderson,gmendoza.5133@example.org,Chile,2022-12-19,Standard,2271.44
5134,Dustin Beck,bianca35.5134@example.com,Mozambique,2026-04-01,Basic,661.26
5135,Carl Crawford,richardsonchristopher.5135@example.com,Pitcairn Islands,2025-06-09,Standard,1171.96
5136,William Stewart,rbenson.5136@example.com,Kyrgyz Republic,2025-04-07,Standard,782.28
5137,Wesley Stewart,moralesjessica.5137@example.org,Brazil,2020-02-19,Basic,710.3
5138,Edward Shaffer,jonesfrancisco.5138@example.com,Georgia,2025-09-15,Premium,13172.49
5139,Michael Harris,olivia67.5139@example.org,Belarus,2025-01-18,Basic,368.31
5140,Steven Smith,thuang.5140@example.com,Ireland,2022-08-27,Premium,17835.39
5141,Kimberly Alvarez,tharper.5141@example.com,Suriname,2023-12-10,Standard,580.82
5142,Rebecca Fitzpatrick,leeadrian.5142@example.org,Iraq,2025-07-05,Premium,16590.52
5143,Amanda Garcia,murraypaul.5143@example.org,Brunei Darussalam,2026-01-21,Standard,1574.3
5144,Kelly Clayton,olewis.5144@example.org,Benin,2023-09-07,Basic,34.02
5145,James Friedman,pmartin.5145@example.com,Jamaica,2020-04-10,Premium,19507.03
5146,Sarah Spears,alexander19.5146@example.org,United States Minor Outlying Islands,2024-02-19,Premium,16005.2
5147,Steven Kim,kelly26.5147@example.net,Svalbard & Jan Mayen Islands,2024-07-18,Standard,801.32
5148,Christine Farmer,melissajones.5148@example.com,China,2020-05-23,Standard,2786.35
5149,Kara Rich,susan11.5149@example.com,Palestinian Territory,2025-06-18,Standard,2818.97
5150,Kelsey Martinez,jbender.5150@example.com,Zambia,2021-05-07,Basic,640.37
5151,Benjamin Miller,newmanpatricia.5151@example.com,Uruguay,2025-12-14,Premium,4289.07
5152,Anne Miles,richard38.5152@example.net,Nicaragua,2023-09-07,Standard,721.87
5153,Charles Bruce,johncalhoun.5153@example.com,Lithuania,2022-02-25,Standard,2311.29
5154,Jeffrey Cline,roger53.5154@example.org,Mozambique,2020-05-23,Standard,2758.66
5155,Ashley Vazquez,albert05.5155@example.net,Croatia,2020-02-13,Standard,802.05
5156,Maria Roberts,pbaird.5156@example.org,Jamaica,2024-12-15,Basic,368.66
5157,Kimberly Abbott,cynthiasherman.5157@example.org,Aruba,2022-07-10,Standard,633.42
5158,Jodi Bennett,knichols.5158@example.net,Bouvet Island (Bouvetoya),2025-08-13,Basic,382.41
5159,Madison Rasmussen,traceyhill.5159@example.net,Northern Mariana Islands,2021-07-16,Standard,1999.08
5160,Daniel Odom,tracy73.5160@example.org,Switzerland,2026-02-25,Standard,251.95
5161,Brandon Simmons,wwright.5161@example.net,Sierra Leone,2026-04-18,Basic,514.34
5162,Sarah Webb,eric53.5162@example.org,Tokelau,2020-09-05,Basic,511.8
5163,Bradley Adkins,brandon09.5163@example.org,Maldives,2024-04-28,Basic,364.01
5164,Mathew Rojas,christine89.5164@example.net,Guinea-Bissau,2026-04-13,Standard,2707.13
5165,Amanda Bell,annettemurphy.5165@example.net,Uruguay,2022-02-27,Basic,107.86
5166,Jeanette Wagner,wayneschmidt.5166@example.com,Indonesia,2020-06-14,Basic,41.05
5167,Donna Simmons,joyceobrien.5167@example.net,North Macedonia,2025-11-07,Basic,396.66
5168,Michael Cummings,davismichael.5168@example.com,United Arab Emirates,2023-03-03,Standard,1692.5
5169,Stephanie Johnson,fthompson.5169@example.net,Martinique,2020-03-07,Basic,213.35
5170,Brittany Contreras,longlauren.5170@example.org,British Indian Ocean Territory (Chagos Archipelago),2025-08-13,Standard,2892.56
5171,Julian Osborne,vzuniga.5171@example.net,Turkmenistan,2024-07-15,Basic,202.98
5172,John Taylor,jasonsosa.5172@example.org,Afghanistan,2020-06-20,Standard,956.45
5173,Christopher Stevens,aprilcooper.5173@example.com,Brazil,2021-09-23,Basic,648.79
5174,Kathleen Thomas,christopher42.5174@example.com,Germany,2020-02-14,Basic,738.26
5175,Richard Lowe,fhall.5175@example.com,Georgia,2026-05-20,Premium,11650.52
5176,David Olson,alexanderking.5176@example.org,Bouvet Island (Bouvetoya),2020-03-01,Standard,253.35
5177,Donna Peterson,debra71.5177@example.net,Tokelau,2025-04-27,Standard,1195.22
5178,Stephanie Roman,wendy25.5178@example.org,Afghanistan,2023-06-02,Basic,179.15
5179,Tracy Lawson,michael87.5179@example.com,Indonesia,2023-11-24,Basic,408.81
5180,Gregory Hernandez,emily27.5180@example.org,Mali,2025-06-04,Basic,546.06
5181,Charles Allen,hendersonerin.5181@example.org,Bosnia and Herzegovina,2025-12-25,Basic,313.95
5182,Amber Johnson,kellerdana.5182@example.org,Greenland,2020-11-07,Standard,1704.61
5183,David Mccann,nathanhubbard.5183@example.org,Fiji,2020-02-13,Premium,15677.49
5184,Nicholas White,jennifer12.5184@example.org,Togo,2020-10-31,Standard,889.21
5185,Erica Padilla,rebeccagrant.5185@example.org,Sri Lanka,2024-07-24,Basic,156.77
5186,Christine Guerra,xbrown.5186@example.net,Bosnia and Herzegovina,2023-10-20,Standard,2455.78
5187,Jessica Stone,timothyriggs.5187@example.com,Lesotho,2020-07-23,Basic,29.62
5188,Travis Spencer,daviddodson.5188@example.org,Burundi,2021-07-26,Basic,120.48
5189,Rhonda Clark,hbanks.5189@example.org,Bangladesh,2023-08-04,Standard,234.6
5190,Elizabeth Klein,daniel31.5190@example.com,Mayotte,2024-11-18,Basic,444.31
5191,Matthew Barron,ambergonzalez.5191@example.net,Spain,2022-04-18,Standard,1880.24
5192,Michael Andrews,amydavis.5192@example.org,Indonesia,2026-05-08,Standard,1686.89
5193,Scott Khan,kevindiaz.5193@example.com,American Samoa,2026-08-20,Standard,1359.95
5194,Tony Stone,floresjesse.5194@example.com,Timor-Leste,2025-02-13,Standard,1681.28
5195,Peggy Johnson,sallyarnold.5195@example.org,Moldova,2023-01-14,Premium,5490.88
5196,Amy Arias PhD,annettereese.5196@example.net,Martinique,2025-11-12,Standard,2513.48
5197,Kaylee Doyle,travis98.5197@example.org,Cyprus,2024-11-12,Premium,19653.91
5198,Ariel Henson,xjones.5198@example.com,Sri Lanka,2023-06-22,Standard,1713.74
5199,Jason Snow,javierjohnson.5199@example.org,Bahamas,2022-12-19,Standard,1248.2
5200,Richard Jones,olewis.5200@example.org,Jersey,2025-07-25,Standard,2416.99
5201,Patrick Johnson,duarteveronica.5201@example.net,Ecuador,2023-09-22,Basic,154.46
5202,Anthony Freeman,hharris.5202@example.org,Nigeria,2021-03-22,Standard,1098.17
5203,Mr. Daniel Perry,kaufmanalan.5203@example.org,Sudan,2026-09-07,Premium,18919.65
5204,Mrs. Beverly Woods,natashakemp.5204@example.com,Sri Lanka,2020-06-15,Basic,149.04
5205,Elizabeth Evans,myersmaria.5205@example.com,Monaco,2024-08-24,Basic,89.69
5206,Tammy Brown,sarah32.5206@example.com,Jamaica,2024-05-20,Standard,1729.79
5207,Steven Cruz,mary99.5207@example.org,United States Virgin Islands,2023-12-02,Basic,469.93
5208,Jerry Moore,hweber.5208@example.org,Ukraine,2020-05-06,Premium,12748.7
5209,Alison Young,howellthomas.5209@example.net,Qatar,2023-04-17,Basic,131.58
5210,Rebekah Coffey,alex81.5210@example.net,Israel,2025-12-19,Standard,2219.21
5211,Zachary Terry,joshua65.5211@example.net,Mauritania,2021-08-07,Standard,878.39
5212,Amanda Edwards MD,hollowayseth.5212@example.com,North Macedonia,2024-08-15,Premium,19065.85
5213,Dr. Adam Cobb,rebecca55.5213@example.com,Australia,2025-09-28,Basic,182.37
5214,Linda Sanchez,danieldebbie.5214@example.com,Uzbekistan,2026-05-14,Standard,248.47
5215,Shane Bailey,jonesnicole.5215@example.net,Norfolk Island,2023-06-14,Standard,1789.97
5216,David Glover,hughestimothy.5216@example.net,Zimbabwe,2022-02-05,Premium,5651.26
5217,Anthony Williams,hhoward.5217@example.com,French Polynesia,2024-09-04,Basic,502.86
5218,Darlene Murray,johnsonjennifer.5218@example.com,Marshall Islands,2023-04-02,Standard,841.8
5219,Isaiah Smith,kennethfaulkner.5219@example.com,Ukraine,2024-03-11,Standard,1398.64
5220,Javier Miller,michelefoster.5220@example.org,Congo,2024-12-16,Standard,702.64
5221,William Rodriguez,hortoncarrie.5221@example.net,Papua New Guinea,2024-09-30,Basic,343.05
5222,Jacqueline Hawkins,sparkspatrick.5222@example.org,British Indian Ocean Territory (Chagos Archipelago),2021-08-15,Standard,582.26
5223,George Smith,ashlee90.5223@example.com,Trinidad and Tobago,2025-01-19,Basic,270.38
5224,Donald Avery,parsonsjonathan.5224@example.net,Liberia,2023-08-16,Standard,757.01
5225,Melissa Orozco,xhumphrey.5225@example.org,Singapore,2026-03-22,Premium,16689.83
5226,Anthony Cox,jackiemartinez.5226@example.com,Honduras,2024-05-29,Standard,2242.19
5227,Kevin Campbell,gutierrezjonathan.5227@example.com,Senegal,2025-12-17,Premium,5002.75
5228,Cathy Kline,johnparker.5228@example.net,Bangladesh,2026-07-18,Standard,432.13
5229,Denise Reese,chaselaura.5229@example.com,Pitcairn Islands,2026-08-25,Standard,272.08
5230,Mitchell Werner,katrina92.5230@example.net,Bermuda,2024-12-23,Basic,181.34
5231,Alicia Smith DDS,rose48.5231@example.net,Hungary,2023-12-29,Standard,1544.5
5232,Wesley Carpenter,melissa84.5232@example.com,Norway,2020-10-15,Standard,1319.67
5233,Tyler Walton,ann87.5233@example.net,Lesotho,2022-07-31,Standard,2920.2
5234,David Armstrong,rwade.5234@example.com,Uzbekistan,2023-03-06,Premium,16260.42
5235,Charles Rodriguez,shawnwilliams.5235@example.org,Bolivia,2025-03-21,Premium,3407.36
5236,Elizabeth Graham,imartinez.5236@example.net,Kuwait,2023-12-08,Standard,645.01
5237,Angela Martinez,zcoleman.5237@example.org,Comoros,2022-12-08,Premium,2478.78
5238,Mariah Clark,frank42.5238@example.com,Kiribati,2020-12-24,Premium,4488.07
5239,Heather Walton,fhancock.5239@example.org,Kiribati,2024-10-13,Basic,423.53
5240,Richard Hogan,barbara05.5240@example.net,Saint Martin,2022-11-20,Standard,414.87
5241,Rachel Woods,qwashington.5241@example.com,Liberia,2020-03-29,Basic,47.89
5242,Julie Schaefer,nelsonmichael.5242@example.com,Burkina Faso,2021-11-24,Standard,530.85
5243,Douglas Williamson,wendy01.5243@example.com,Argentina,2025-11-17,Basic,535.53
5244,Mark Henry,stephen52.5244@example.com,Zambia,2020-10-17,Standard,254.2
5245,George Caldwell,sarah84.5245@example.com,Lebanon,2022-09-18,Premium,19453.27
5246,David Morgan,wdunlap.5246@example.net,Faroe Islands,2023-06-04,Basic,304.63
5247,Keith Peterson,aaronconway.5247@example.com,Cuba,2020-07-23,Premium,8058.57
5248,Joseph Mann,jenningsethan.5248@example.net,Singapore,2021-02-08,Standard,1529.48
5249,Kristie Brown,thomasarmstrong.5249@example.net,Saint Barthelemy,2026-04-15,Basic,414.29
5250,Jason Henderson,mckenzie26.5250@example.com,New Zealand,2023-12-13,Standard,1376.04
5251,Shaun Baker,frenchjacob.5251@example.com,China,2021-05-28,Standard,1561.71
5252,Lindsey Sanders,james50.5252@example.org,Bosnia and Herzegovina,2021-02-18,Standard,1151.25
5253,Julie Fox,ekelly.5253@example.com,Burundi,2022-11-05,Premium,7796.13
5254,Laurie Price DVM,travis64.5254@example.net,Japan,2024-11-02,Basic,21.85
5255,Hailey Garcia,andrew72.5255@example.com,New Caledonia,2024-11-18,Premium,14092.41
5256,Mario Thomas,baileychloe.5256@example.net,Austria,2021-04-21,Standard,1928.36
5257,Daniel Horn,bsantiago.5257@example.net,Gambia,2024-11-06,Standard,2072.7
5258,Christopher Archer,thomasstacey.5258@example.com,Montserrat,2025-12-28,Basic,752.84
5259,Aaron Horton,katherineramirez.5259@example.com,Peru,2021-07-06,Basic,378.47
5260,Carrie Boone,rebecca91.5260@example.org,Italy,2020-03-05,Standard,2668.96
5261,Joel Greene,benjamin11.5261@example.net,Bhutan,2026-05-30,Basic,355.15
5262,Bradley Thomas,ryan59.5262@example.com,Sudan,2023-06-28,Premium,10597.05
5263,Dr. Lindsey Cruz,margarethart.5263@example.net,Jersey,2025-03-11,Basic,506.36
5264,Travis Roberts,qlucas.5264@example.org,Comoros,2022-02-20,Premium,5886.23
5265,Yolanda Tanner,jenniferhoward.5265@example.net,Marshall Islands,2021-12-31,Standard,808.6
5266,Joshua Strickland,paul77.5266@example.org,Austria,2021-07-03,Premium,11176.97
5267,Karen Taylor,aleczavala.5267@example.org,Somalia,2021-06-13,Basic,54.89
5268,Hunter Rush,cowanbarbara.5268@example.org,Greenland,2023-02-25,Basic,189.33
5269,Diana Wilkinson,james67.5269@example.net,North Macedonia,2020-09-15,Standard,2421.55
5270,James Grant,emma83.5270@example.net,Kyrgyz Republic,2025-08-18,Standard,1498.45
5271,Mary Hudson,plawrence.5271@example.net,Ethiopia,2023-06-02,Standard,274.54
5272,Jonathan Castillo,solismelissa.5272@example.com,Luxembourg,2026-02-13,Standard,370.08
5273,Jeremy Bush,fcalhoun.5273@example.org,Togo,2023-05-11,Standard,2774.64
5274,Ruben Campbell,candicecline.5274@example.com,Samoa,2022-01-10,Premium,19220.93
5275,Dustin Baker,todd18.5275@example.org,Romania,2023-06-11,Standard,1995.09
5276,Reginald Ramirez,stevenscurtis.5276@example.org,Solomon Islands,2021-01-11,Standard,717.85
5277,Jeffrey Leblanc,stephenmcneil.5277@example.org,French Guiana,2025-07-05,Basic,294.47
5278,Kevin Wood,wwalker.5278@example.com,United Kingdom,2024-10-24,Standard,1055.31
5279,Kayla Wood,stanleyanthony.5279@example.org,Kenya,2020-12-25,Standard,2398.44
5280,Michael Ramsey,stephaniedavis.5280@example.org,Saint Barthelemy,2023-11-22,Standard,1703.85
5281,Anna Tapia,benitezheather.5281@example.com,Guyana,2023-08-06,Premium,16033.82
5282,Mrs. Terri Thornton DDS,zlynn.5282@example.com,Thailand,2021-05-05,Standard,1209.43
5283,Karen Schultz,nlewis.5283@example.org,Aruba,2020-10-25,Basic,695.61
5284,Terry Knight,skinnernancy.5284@example.org,Isle of Man,2025-01-30,Premium,9724.92
5285,Brooke Grimes,chaselindsey.5285@example.net,Zambia,2021-10-06,Standard,1368.65
5286,James Nelson,alexis06.5286@example.org,Puerto Rico,2023-06-21,Basic,391.28
5287,Emily Miller,dhouse.5287@example.org,Zambia,2021-08-27,Standard,1857.06
5288,Angela Greer,john80.5288@example.com,Rwanda,2024-05-14,Standard,2703.51
5289,Bradley Stewart,mcknightantonio.5289@example.com,Ecuador,2020-04-29,Basic,366.2
5290,Susan Hayden,zimmermanashley.5290@example.com,Suriname,2022-05-27,Standard,2804.38
5291,Richard Lindsey,jbrown.5291@example.com,Reunion,2023-08-28,Premium,9086.03
5292,Anthony Murphy,laura77.5292@example.net,United States Minor Outlying Islands,2022-12-08,Basic,259.66
5293,Donald White,nicholas57.5293@example.com,Iran,2024-02-04,Basic,236.04
5294,Melissa Perry,katherine69.5294@example.com,Bouvet Island (Bouvetoya),2021-03-16,Premium,2380.74
5295,Caitlin Waters,qmorgan.5295@example.org,Botswana,2022-12-14,Premium,17284.59
5296,Jacob Hawkins,evansangela.5296@example.org,Yemen,2025-01-21,Basic,63.39
5297,John Hawkins,bradleyemily.5297@example.com,Iran,2022-03-25,Standard,1136.13
5298,Deborah Gross,yrojas.5298@example.com,Bermuda,2021-01-18,Standard,901.28
5299,Debbie Thomas,rebecca42.5299@example.net,Iraq,2025-09-01,Standard,2284.42
5300,Melissa Charles,bgibbs.5300@example.net,Bahrain,2025-03-15,Basic,746.07
5301,Jennifer Wise,lori37.5301@example.net,Christmas Island,2024-07-19,Standard,2486.79
5302,Charles Brown,nhicks.5302@example.com,Saint Kitts and Nevis,2025-05-02,Premium,7759.97
5303,James Ryan,phillipsmorgan.5303@example.org,Kazakhstan,2025-03-16,Premium,10203.63
5304,Ian Kennedy,williamsamanda.5304@example.com,Paraguay,2024-12-28,Standard,891.7
5305,Omar Vega,caitlinsantos.5305@example.com,Germany,2023-05-29,Basic,739.18
5306,Robert Reynolds,david71.5306@example.com,Belgium,2020-02-17,Standard,532.48
5307,Shirley Smith,hbailey.5307@example.net,Kiribati,2023-12-29,Standard,2865.47
5308,Jacob Bryant,lspencer.5308@example.net,Bosnia and Herzegovina,2021-10-28,Basic,650.93
5309,John Watts,emccall.5309@example.org,Netherlands,2025-03-03,Standard,2192.42
5310,Sean Green,laurenthompson.5310@example.org,Algeria,2023-02-17,Standard,2367.18
5311,Lisa Nichols,danielmoore.5311@example.org,Congo,2026-01-19,Premium,8108.24
5312,Amy Warren,dmckay.5312@example.com,Morocco,2023-12-25,Basic,236.71
